G656	G863	+
G656	G864	+
G656	G865	+
G656	G866	+
G656	G867	+
G656	G868	+
G656	G869	+
G656	G870	+
G656	G871	+
G656	G872	+
G656	G873	+
G656	G874	+
G656	G875	+
G656	G876	+
G656	G877	+
G656	G878	+
G656	G879	+
G656	G119	-
G656	G440	-
G656	G447	-
G656	G461	-
G656	G880	-
G656	G881	+
G656	G882	-
G656	G884	+
G656	G398	-
G656	G399	-
G656	G400	-
G656	G106	-
G656	G570	-
G656	G571	-
G656	G582	-
G656	G107	-
G656	G437	-
G656	G118	-
G656	G885	+
G656	G886	+
G656	G887	+
G656	G888	+
G656	G889	+
G656	G890	+
G656	G891	+
G656	G892	+
G656	G893	+
G656	G894	+
G656	G895	+
G656	G896	+
G656	G897	+
G656	G898	+
G656	G899	+
G656	G900	+
G656	G901	+
G656	G902	+
G656	G903	+
G656	G904	+
G656	G905	+
G656	G906	+
G656	G907	+
G644	G1121	+
G644	G353	+
G644	G1123	+
G644	G1124	+
G644	G1125	+
G644	G641	+
G644	G1126	+
G644	G223	+
G644	G568	+
G644	G569	+
G644	G1039	+
G644	G106	+
G644	G119	+
G644	G461	+
G644	G155	+
G644	G156	+
G644	G336	+
G644	G1127	+
G644	G235	+
G644	G234	+
G644	G1128	+
G644	G338	+
G644	G340	+
G644	G1129	+
G1039	G1130	+
G1039	G568	+
G1039	G569	+
G1039	G106	-
G1039	G119	-
G1039	G1131	+
G1039	G461	-
G1039	G1123	+
G1039	G1124	-
G1039	G1125	-
G1039	G641	-
G1039	G644	+
G1039	G1132	+
G106	G644	+
G106	G707	+
G106	G641	+
G106	G1125	-
G106	G1124	+
G106	G1123	+
G106	G1133	+
G106	G88	+
G106	G461	+
G106	G1126	+
G106	G156	+
G106	G155	+
G106	G1134	+
G106	G1135	+
G106	G1132	+
G106	G1130	+
G106	G1136	+
G106	G568	+
G106	G569	+
G106	G1137	+
G106	G1138	+
G106	G1131	+
G106	G119	+
G106	G1039	-
G1142	G1030	-
G1142	G1063	-
G1142	G1143	+
G1142	G978	+
G707	G1156	-
G707	G315	-
G707	G316	-
G707	G1157	-
G707	G625	+
G707	G1158	+
G707	G1159	-
G707	G632	+
G707	G633	+
G707	G1160	-
G707	G1123	-
G707	G1124	-
G707	G1125	-
G707	G798	-
G707	G1126	-
G707	G1161	-
G707	G1162	+
G707	G242	+
G707	G243	+
G707	G1163	+
G707	G1164	+
G707	G1039	-
G707	G106	-
G707	G584	+
G707	G318	-
G707	G886	-
G707	G156	-
G707	G68	-
G707	G739	-
G707	G732	-
G707	G728	-
G707	G729	-
G707	G730	-
G707	G1025	+
G707	G1026	-
G707	G1027	-
G707	G1028	+
G707	G1029	+
G707	G1165	+
G707	G1166	-
G707	G1167	+
G707	G1168	+
G707	G1169	-
G707	G1170	+
G707	G1171	+
G707	G1172	+
G707	G1127	+
G707	G667	+
G707	G233	+
G707	G339	-
G707	G1173	-
G707	G1174	-
G707	G504	-
G707	G505	-
G707	G506	-
G707	G1175	-
G707	G520	+
G707	G1176	+
G707	G1177	-
G707	G1178	-
G707	G1179	-
G707	G1180	-
G707	G1181	-
G707	G478	+
G707	G1096	-
G707	G1182	-
G707	G1183	+
G707	G1184	-
G707	G1185	-
G707	G887	-
G707	G898	-
G707	G899	-
G707	G901	-
G707	G906	-
G707	G907	-
G707	G4	-
G707	G319	-
G707	G833	-
G707	G834	-
G707	G835	-
G707	G837	-
G707	G838	-
G707	G840	-
G707	G841	-
G707	G842	-
G707	G844	-
G707	G845	-
G707	G860	-
G707	G861	-
G707	G862	-
G707	G864	-
G707	G865	-
G707	G866	-
G707	G871	-
G707	G119	-
G707	G447	-
G707	G1186	-
G707	G1187	-
G707	G391	+
G707	G392	+
G707	G1188	-
G707	G1189	-
G707	G284	-
G707	G1023	+
G707	G250	+
G707	G314	-
G707	G287	-
G707	G286	-
G707	G285	-
G707	G155	-
G1239	G504	-
G1239	G506	-
G1239	G505	-
G1175	G287	+
G1175	G284	+
G1175	G286	+
G1175	G285	+
G1175	G297	-
G1175	G1240	+
G1175	G1241	+
G1175	G1242	+
G1175	G1243	+
G1175	G1244	+
G1175	G1189	+
G1297	G1169	+
G1129	G584	+
G1129	G885	-
G1129	G886	-
G1129	G887	-
G1129	G898	-
G1129	G899	-
G1129	G900	-
G1129	G901	-
G1129	G905	-
G1129	G906	-
G1129	G907	-
G1129	G4	-
G1129	G832	-
G1129	G833	-
G1129	G834	-
G1129	G835	-
G1129	G836	-
G1129	G837	-
G1129	G838	-
G1129	G839	-
G1129	G840	-
G1129	G841	-
G1129	G842	-
G1129	G843	-
G1129	G844	-
G1129	G845	-
G1129	G846	-
G1129	G860	-
G1129	G861	-
G1129	G862	-
G1129	G863	-
G1129	G864	-
G1129	G865	-
G1129	G866	-
G1129	G871	-
G1129	G392	+
G1129	G1209	-
G1129	G808	-
G1129	G485	+
G1129	G1165	+
G1129	G1167	+
G1129	G1168	+
G1129	G1169	+
G1129	G1170	+
G1129	G1171	+
G1129	G1172	+
G1129	G667	+
G1129	G1030	+
G1129	G235	+
G1129	G234	+
G1129	G1195	-
G1129	G1196	-
G1129	G1197	-
G1129	G1173	+
G1129	G1174	+
G1129	G1198	-
G1129	G1298	+
G1129	G1299	-
G1129	G1300	-
G1129	G1301	-
G1129	G1302	-
G1129	G1303	-
G1129	G1304	-
G1129	G1305	-
G1129	G514	+
G1129	G92	-
G1129	G93	-
G1129	G94	-
G1129	G95	-
G1129	G96	-
G1129	G1178	+
G1129	G1306	-
G1129	G683	+
G1129	G684	+
G1129	G1307	+
G1129	G220	+
G1129	G1204	-
G1129	G632	+
G1129	G633	+
G1129	G635	-
G1129	G1123	-
G1129	G1124	-
G1129	G1125	-
G1129	G636	+
G1129	G637	-
G1129	G1063	+
G1129	G223	+
G1129	G1161	+
G1129	G978	+
G1129	G8	-
G1129	G1162	+
G1129	G979	+
G1129	G1308	+
G514	G507	+
G514	G1033	+
G514	G513	+
G514	G512	+
G514	G510	+
G514	G509	+
G514	G508	+
G514	G1034	+
G514	G1311	+
G514	G631	+
G638	G1312	+
G638	G1313	+
G638	G1314	+
G638	G1315	+
G638	G4	+
G638	G1130	-
G638	G1132	-
G638	G3	+
G638	G2	+
G638	G551	+
G638	G639	+
G638	G1316	+
G638	G1317	+
G638	G1318	+
G638	G1125	-
G638	G1124	-
G638	G1123	-
G638	G1319	-
G638	G1320	+
G638	G80	+
G638	G1321	+
G638	G1322	+
G638	G1323	+
G638	G1121	-
G638	G1324	+
G638	G174	+
G638	G1325	+
G638	G1326	+
G638	G1327	+
G638	G1328	+
G639	G638	-
G639	G551	-
G1350	G1351	-
G1350	G3	-
G1350	G2	-
G1350	G1352	-
G1356	G266	-
G1356	G675	-
G1356	G268	-
G1356	G235	-
G1356	G234	-
G1356	G683	-
G1356	G269	-
G1356	G1357	+
G1356	G1358	+
G1356	G632	+
G1356	G633	+
G1356	G223	-
G1356	G563	+
G1356	G667	+
G1365	G399	-
G1365	G400	-
G1365	G415	-
G1365	G398	-
G1365	G1166	+
G1365	G534	-
G1365	G440	-
G1365	G416	-
G1370	G1371	-
G1182	G1372	+
G1182	G1373	+
G1182	G1177	+
G1182	G1374	+
G1182	G1375	+
G1182	G1178	+
G680	G250	+
G680	G884	+
G680	G679	+
G680	G1211	+
G680	G681	-
G680	G1212	-
G680	G815	+
G680	G233	+
G680	G1410	+
G680	G1411	+
G680	G1412	+
G680	G1413	+
G680	G1135	+
G680	G242	+
G680	G243	+
G680	G1136	+
G680	G1414	+
G680	G1415	+
G680	G1416	+
G680	G1417	+
G680	G124	+
G680	G125	+
G680	G126	+
G680	G127	+
G680	G128	+
G680	G129	+
G680	G130	+
G680	G1418	+
G680	G1419	+
G680	G1420	+
G680	G1421	+
G680	G1422	+
G680	G1423	+
G680	G245	+
G680	G246	+
G680	G247	+
G680	G248	+
G680	G249	+
G680	G1424	+
G680	G1425	+
G680	G303	+
G680	G1356	+
G680	G1426	+
G1440	G257	-
G1440	G236	-
G1463	G1464	+
G1463	G1465	+
G1463	G1466	+
G1463	G124	+
G1463	G125	+
G1463	G126	+
G1463	G127	+
G1463	G128	+
G1463	G129	+
G1463	G130	+
G1463	G1468	+
G1463	G1469	+
G1463	G1470	+
G1463	G1205	-
G1463	G253	-
G1463	G1439	+
G1463	G1340	+
G1463	G1330	+
G1463	G529	+
G1463	G1471	-
G1463	G1472	+
G1463	G1473	+
G1463	G1325	+
G1463	G1326	+
G1463	G1327	+
G1463	G1328	+
G1463	G1474	+
G1463	G631	+
G1463	G2	-
G1463	G3	-
G1463	G1475	+
G1463	G1476	-
G1095	G1358	-
G1095	G1478	-
G1095	G1063	-
G1095	G978	-
G1095	G257	-
G1095	G236	-
G1095	G1479	-
G1095	G1030	-
G1095	G1480	-
G1095	G1343	-
G1095	G593	-
G1095	G594	-
G1095	G1481	-
G1095	G1121	-
G1095	G1482	-
G1095	G1472	-
G1095	G1483	-
G1095	G1484	-
G1095	G1357	-
G1095	G1485	-
G1095	G1486	-
G1095	G1487	-
G1095	G1488	-
G1095	G854	-
G1095	G1489	-
G1095	G1045	-
G1095	G1044	-
G1095	G1490	-
G1095	G1473	-
G1095	G1491	-
G1324	G546	-
G1319	G1506	+
G1319	G80	+
G1319	G1322	+
G1319	G174	+
G1319	G1325	+
G1319	G1326	+
G1319	G1327	+
G1319	G1328	+
G1319	G1320	+
G1319	G1507	+
G1319	G1316	+
G1319	G638	+
G1319	G639	+
G1319	G551	+
G1319	G2	+
G1319	G3	+
G1319	G4	+
G1319	G1508	+
G1510	G1370	-
G1510	G1511	-
G1510	G130	-
G1510	G129	-
G1510	G128	-
G1510	G127	-
G1510	G126	-
G1510	G125	-
G1510	G124	-
G1510	G106	-
G1510	G1039	-
G1510	G1090	-
G1510	G236	+
G1510	G1371	-
G1510	G257	+
G1521	G447	+
G1522	G80	+
G1522	G1523	+
G1523	G1524	+
G1523	G1525	+
G1523	G1316	+
G1523	G1317	+
G1523	G1318	+
G1523	G638	+
G1523	G639	+
G1523	G551	+
G1523	G2	+
G1523	G3	+
G1523	G1526	+
G1523	G1527	+
G1523	G4	+
G1523	G1528	+
G1523	G1313	+
G1523	G1312	+
G1523	G1113	+
G1523	G1432	+
G1523	G1320	+
G1523	G1328	+
G1523	G1327	+
G1523	G1326	+
G1523	G1325	+
G1523	G174	+
G1523	G1529	+
G1523	G158	+
G1523	G1323	+
G1523	G1530	+
G1523	G1322	+
G1523	G1321	+
G1523	G1531	+
G1523	G80	+
G1161	G287	-
G1161	G286	-
G1161	G285	-
G1533	G601	+
G1533	G119	-
G1533	G106	-
G1533	G1368	+
G1533	G1367	+
G1533	G1366	+
G1533	G1125	+
G1533	G1124	+
G1533	G1123	+
G1533	G627	+
G1533	G600	+
G1476	G186	-
G1476	G105	-
G118	G570	+
G118	G571	+
G118	G437	+
G118	G63	+
G118	G60	+
G759	G569	+
G759	G568	+
G759	G644	+
