G77	G302	+
G77	G300	+
G77	G301	+
G77	G709	+
G77	G710	+
G77	G711	+
G77	G712	+
G77	G977	+
G77	G713	+
G77	G195	-
G77	G196	-
G77	G801	+
G77	G802	+
G77	G803	+
G77	G804	+
G77	G805	+
G77	G806	+
G77	G807	+
G77	G979	-
G77	G955	+
G77	G956	+
G77	G957	+
G77	G958	+
G77	G959	+
G77	G960	+
G77	G961	+
G77	G962	+
G77	G963	+
G77	G964	+
G77	G965	+
G77	G966	+
G77	G967	+
G77	G980	+
G77	G981	+
G77	G982	+
G77	G983	+
G77	G984	+
G77	G208	-
G77	G209	-
G77	G210	-
G77	G211	-
G77	G212	-
G77	G99	-
G77	G100	-
G77	G101	-
G77	G102	-
G77	G103	-
G77	G104	-
G77	G985	+
G77	G987	-
G77	G988	+
G77	G969	+
G77	G970	+
G77	G989	+
G77	G481	+
G77	G143	+
G77	G990	+
G77	G991	+
G77	G304	+
G77	G992	-
G77	G113	-
G77	G993	-
G77	G115	+
G77	G994	-
G77	G995	-
G77	G996	-
G77	G997	-
G77	G298	+
G77	G122	+
G77	G123	+
G77	G998	+
G77	G999	+
G77	G309	+
G77	G310	+
G77	G311	+
G77	G308	+
G77	G131	+
G77	G132	-
G77	G134	-
G77	G1000	+
G77	G1001	+
G77	G1002	+
G77	G1003	+
G77	G1004	+
G77	G1005	+
G77	G1006	+
G77	G1007	+
G77	G1008	+
G77	G1009	+
G77	G1010	+
G77	G932	+
G77	G381	-
G77	G382	-
G77	G383	-
G77	G384	-
G77	G385	-
G77	G386	-
G77	G387	-
G77	G388	-
G77	G389	-
G77	G390	-
G77	G1011	-
G77	G1012	+
G77	G1013	+
G77	G1014	+
G77	G1015	+
G77	G1016	+
G77	G1017	+
G77	G189	+
G77	G190	+
G77	G191	+
G77	G396	+
G77	G397	+
G77	G1018	-
G77	G407	+
G77	G1019	+
G77	G1020	-
G77	G1021	+
G77	G1022	+
G77	G813	+
G77	G814	+
G77	G1024	-
G77	G776	+
G77	G775	+
G77	G743	+
G77	G742	+
G77	G741	+
G77	G740	+
G77	G78	-
G77	G79	+
G77	G81	+
G77	G82	+
G77	G83	+
G77	G589	+
G77	G591	+
G77	G86	-
G77	G1031	-
G77	G787	+
G77	G788	+
G77	G789	+
G77	G790	+
G77	G847	+
G77	G848	+
G77	G849	+
G77	G850	+
G77	G851	+
G77	G1035	-
G77	G1036	-
G77	G91	-
G77	G535	+
G77	G536	+
G77	G537	+
G77	G97	+
G77	G1037	+
G77	G1038	+
G77	G98	-
G77	G1041	+
G77	G1042	+
G77	G1043	+
G77	G159	+
G77	G160	+
G77	G161	+
G77	G1046	-
G77	G162	+
G77	G1047	-
G77	G1048	-
G77	G163	+
G77	G164	+
G77	G165	+
G77	G166	+
G77	G1049	-
G77	G167	+
G77	G1050	-
G77	G168	+
G77	G169	+
G77	G176	-
G77	G177	-
G77	G178	-
G77	G179	-
G77	G1051	+
G77	G1052	+
G77	G597	+
G77	G598	+
G77	G599	+
G77	G1053	-
G77	G1054	+
G77	G619	-
G77	G1055	-
G77	G620	+
G77	G623	+
G77	G1056	-
G77	G1057	+
G77	G1058	-
G77	G181	+
G77	G1059	-
G77	G628	-
G77	G1060	-
G77	G1061	+
G77	G184	-
G77	G185	-
G77	G187	+
G77	G1064	+
G77	G1065	+
G77	G395	+
G393	G141	+
G393	G140	+
G393	G139	+
G393	G120	+
G393	G117	+
G393	G138	+
G590	G591	-
G590	G589	-
G590	G84	-
G590	G83	-
G590	G81	-
G590	G82	-
G1144	G1145	+
G1153	G658	-
G1153	G657	-
G1154	G1155	-
G1155	G1154	-
G389	G390	+
G389	G388	+
G389	G387	+
G389	G386	+
G389	G619	+
G389	G384	+
G389	G383	+
G389	G382	+
G389	G381	+
G389	G628	+
G389	G385	+
G1194	G1155	+
G1194	G1154	+
G1194	G778	+
G1194	G779	+
G1194	G780	+
G1194	G781	+
G1194	G782	+
G1194	G783	+
G1194	G784	+
G1194	G785	+
G1194	G786	+
G1194	G787	+
G1194	G788	+
G1194	G789	+
G1194	G790	+
G1194	G1195	-
G1194	G1196	+
G1194	G1197	-
G1194	G1198	+
G1194	G847	+
G1194	G848	+
G1194	G849	+
G1194	G850	+
G1194	G851	+
G1194	G91	-
G1194	G535	+
G1194	G536	+
G1194	G537	-
G1194	G97	+
G1194	G1037	+
G1194	G1038	+
G1194	G98	+
G1194	G1199	+
G1194	G1200	+
G1194	G1201	+
G1194	G1202	+
G1194	G1203	+
G1194	G1041	+
G1194	G1042	+
G1194	G1043	+
G1194	G686	-
G1194	G176	-
G1194	G177	-
G1194	G178	-
G1194	G179	-
G1194	G597	+
G1194	G598	+
G1194	G599	+
G1194	G620	+
G1194	G181	+
G1194	G1204	+
G1194	G630	+
G1194	G184	-
G1194	G185	-
G1194	G1108	+
G1194	G1109	+
G1194	G1110	+
G1194	G1111	+
G1194	G1112	+
G1194	G1011	-
G1194	G777	+
G1194	G138	+
G1194	G139	+
G1194	G140	+
G1194	G141	+
G1194	G884	-
G1194	G395	+
G1194	G396	+
G1194	G397	+
G1194	G1205	+
G1194	G1206	+
G1194	G1207	+
G1194	G1208	-
G1194	G408	-
G1194	G409	-
G1194	G410	-
G1194	G411	-
G1194	G1209	+
G1194	G809	-
G1194	G494	+
G1194	G736	+
G1194	G735	+
G1194	G734	+
G1194	G812	-
G1194	G813	-
G1194	G814	-
G1194	G1024	+
G1194	G648	-
G1194	G775	+
G1194	G1165	+
G1194	G1167	+
G1194	G1168	+
G1194	G1170	+
G1194	G1171	+
G1194	G1172	+
G1194	G657	-
G1194	G658	-
G1194	G1210	+
G1194	G674	+
G1194	G1211	+
G1194	G1212	+
G1194	G815	+
G1194	G589	-
G1194	G591	-
G1194	G85	+
G1194	G86	+
G1194	G1213	-
G1194	G803	-
G1194	G804	-
G1194	G805	+
G1194	G806	-
G1194	G807	+
G1194	G1214	+
G1194	G1215	+
G1194	G1162	+
G1194	G979	+
G1194	G208	-
G1194	G209	-
G1194	G210	-
G1194	G211	-
G1194	G212	-
G1194	G99	-
G1194	G100	-
G1194	G101	-
G1194	G102	-
G1194	G103	-
G1194	G104	-
G1194	G1216	-
G1194	G1217	-
G1194	G572	-
G1194	G573	+
G1194	G574	+
G1194	G575	+
G1194	G576	+
G1194	G577	+
G1194	G578	+
G1194	G579	+
G1194	G580	+
G1194	G581	+
G1194	G304	-
G1194	G113	+
G1194	G993	-
G1194	G426	-
G1194	G427	-
G1194	G115	-
G1194	G994	+
G1194	G995	+
G1194	G996	+
G1194	G997	+
G1194	G117	+
G1194	G434	-
G1194	G120	+
G1194	G1145	+
G1194	G309	-
G1194	G310	-
G1194	G311	+
G1194	G308	+
G1194	G449	+
G1194	G450	+
G1194	G451	+
G1194	G452	+
G1194	G453	+
G1194	G454	+
G1194	G455	+
G1194	G456	+
G1194	G457	+
G1194	G458	+
G1194	G459	+
G1194	G460	+
G1213	G97	+
G1213	G1037	+
G1213	G1038	+
G1213	G98	+
G1213	G1199	+
G1213	G1200	+
G1213	G1201	+
G1213	G1202	+
G1213	G1203	+
G1213	G1041	+
G1213	G1042	+
G1213	G1043	+
G1213	G686	-
G1213	G176	-
G1213	G177	-
G1213	G178	-
G1213	G179	-
G1213	G597	+
G1213	G598	+
G1213	G599	+
G1213	G620	+
G1213	G181	+
G1213	G1204	+
G1213	G630	+
G1213	G184	-
G1213	G185	-
G1194	G1099	+
G1194	G773	+
G1194	G640	-
G1194	G10	+
G1194	G1218	+
G1194	G189	-
G1194	G190	-
G1194	G191	-
G1194	G192	-
G1194	G193	-
G1194	G271	+
G1194	G272	+
G1194	G273	+
G1194	G274	+
G1194	G195	-
G1194	G196	-
G1194	G801	+
G1194	G1219	-
G1194	G1220	+
G1194	G1221	+
G1194	G1222	+
G1194	G1223	+
G1194	G1224	+
G1194	G560	-
G1194	G561	-
G1194	G802	-
G1213	G494	-
G1213	G736	+
G1213	G735	+
G1213	G734	+
G1213	G812	-
G1213	G813	-
G1213	G814	-
G1213	G1024	+
G1213	G648	-
G1213	G775	+
G1213	G1165	+
G1213	G1167	+
G1213	G1168	+
G1213	G1170	+
G1213	G1171	+
G1213	G1172	+
G1213	G657	-
G1213	G658	-
G1213	G1210	+
G1213	G674	+
G1213	G1211	+
G1213	G1212	+
G1213	G815	+
G1213	G589	-
G1213	G591	-
G1213	G85	+
G1213	G86	+
G1213	G1194	-
G1213	G1155	+
G1213	G1154	+
G1213	G778	+
G1213	G779	+
G1213	G780	+
G1213	G781	+
G1213	G782	+
G1213	G783	+
G1213	G784	+
G1213	G785	+
G1213	G786	+
G1213	G787	+
G1213	G788	+
G1213	G789	+
G1213	G790	+
G1213	G1195	+
G1213	G1196	-
G1213	G1197	-
G1213	G1198	-
G1213	G847	+
G1213	G848	+
G1213	G849	+
G1213	G850	+
G1213	G851	+
G1213	G91	-
G1213	G535	+
G1213	G536	-
G1213	G537	+
G1213	G581	+
G1213	G304	+
G1213	G113	+
G1213	G993	+
G1213	G426	-
G1213	G427	-
G1213	G115	-
G1213	G994	+
G1213	G995	+
G1213	G996	+
G1213	G997	+
G1213	G117	+
G1213	G434	-
G1213	G120	+
G1213	G1145	+
G1213	G309	-
G1213	G310	+
G1213	G311	-
G1213	G308	+
G1213	G449	+
G1213	G450	+
G1213	G451	+
G1213	G452	+
G1213	G453	+
G1213	G454	+
G1213	G455	+
G1213	G456	+
G1213	G457	+
G1213	G458	+
G1213	G459	+
G1213	G460	+
G1213	G1108	+
G1213	G1109	+
G1213	G1110	+
G1213	G1111	+
G1213	G1112	+
G1213	G1011	+
G1213	G777	+
G1213	G138	+
G1213	G139	+
G1213	G140	+
G1213	G141	+
G1213	G884	+
G1213	G395	+
G1213	G396	+
G1213	G397	+
G1213	G1205	+
G1213	G1206	+
G1213	G1207	+
G1213	G1208	-
G1213	G408	-
G1213	G409	-
G1213	G410	-
G1213	G411	-
G1213	G1209	+
G1213	G809	-
G1213	G1099	+
G1213	G773	+
G1213	G640	-
G1213	G10	+
G1213	G1218	+
G1213	G189	-
G1213	G190	-
G1213	G191	-
G1213	G192	-
G1213	G193	-
G1213	G271	+
G1213	G272	+
G1213	G273	+
G1213	G274	+
G1213	G195	-
G1213	G196	-
G1213	G801	+
G1213	G1219	-
G1213	G1220	+
G1213	G1221	+
G1213	G1222	+
G1213	G1223	+
G1213	G1224	+
G1213	G560	-
G1213	G561	-
G1213	G802	-
G1213	G803	+
G1213	G804	+
G1213	G805	+
G1213	G806	-
G1213	G807	+
G1213	G1214	+
G1213	G1215	+
G1213	G1162	+
G1213	G979	+
G1213	G208	-
G1213	G209	-
G1213	G210	-
G1213	G211	-
G1213	G212	-
G1213	G99	-
G1213	G100	-
G1213	G101	-
G1213	G102	-
G1213	G103	-
G1213	G104	-
G1213	G1216	-
G1213	G1217	-
G1213	G572	-
G1213	G573	+
G1213	G574	+
G1213	G575	+
G1213	G576	+
G1213	G577	+
G1213	G578	+
G1213	G579	+
G1213	G580	+
G1227	G48	-
G1227	G47	-
G1227	G1099	+
G1227	G962	-
G1227	G963	-
G1227	G964	-
G1227	G965	-
G1227	G966	-
G1227	G967	-
G1227	G1228	-
G1227	G969	-
G1227	G1229	-
G1227	G1108	+
G1227	G1109	+
G1227	G1110	+
G1227	G1111	+
G1227	G1112	+
G1227	G1230	+
G1227	G1231	-
G1227	G1232	-
G1227	G52	-
G1227	G51	-
G1227	G50	-
G1227	G49	-
G1297	G658	-
G1297	G657	-
G1349	G777	+
G1349	G812	-
G1349	G813	-
G1349	G814	-
G1349	G778	+
G1349	G779	+
G1349	G780	+
G1349	G781	+
G1349	G782	+
G1349	G783	+
G1349	G784	+
G1349	G785	+
G1349	G1035	+
G1349	G1036	+
G1349	G92	-
G1349	G93	-
G1349	G94	-
G1349	G95	-
G1349	G96	-
G1349	G709	+
G1349	G710	+
G1349	G711	+
G1349	G712	+
G1349	G713	+
G1349	G955	+
G1349	G956	+
G1349	G957	+
G1349	G958	+
G1349	G959	+
G1349	G960	+
G1349	G961	+
G1349	G962	+
G1349	G963	+
G1349	G964	+
G1349	G965	+
G1349	G966	+
G1349	G967	+
G1349	G969	+
G1349	G970	+
G1349	G498	-
G1349	G488	-
G1035	G743	-
G1035	G742	-
G1035	G741	-
G1035	G740	-
G1035	G79	-
G1035	G52	-
G1035	G51	-
G1035	G50	-
G1035	G49	-
G1035	G48	-
G1035	G47	-
G1035	G847	+
G1035	G848	+
G1035	G849	+
G1035	G850	+
G1035	G851	+
G1035	G535	+
G1035	G536	+
G1035	G537	+
G1035	G97	-
G1035	G623	-
G1035	G1056	+
G1035	G1057	+
G1035	G1058	+
G1035	G181	-
G1035	G184	-
G1035	G185	-
G1035	G187	+
G1035	G975	-
G1035	G195	+
G1035	G196	+
G1035	G801	+
G1035	G198	-
G1035	G199	-
G1035	G200	-
G1035	G201	-
G1035	G202	-
G1035	G203	-
G1035	G204	-
G1035	G802	-
G1035	G803	+
G1035	G804	-
G1035	G805	-
G1035	G806	-
G1035	G807	-
G1035	G955	-
G1035	G956	-
G1035	G957	-
G1035	G958	-
G1035	G959	-
G1035	G960	-
G1035	G961	-
G1035	G962	-
G1035	G963	-
G1035	G964	-
G1035	G965	-
G1035	G966	-
G1035	G967	-
G1035	G980	-
G1035	G981	-
G1035	G982	-
G1035	G983	-
G1035	G984	-
G1035	G208	+
G1035	G209	+
G1035	G210	+
G1035	G211	+
G1035	G212	+
G1035	G99	+
G1035	G100	+
G1035	G101	+
G1035	G102	+
G1035	G103	+
G1035	G104	+
G1035	G969	-
G1035	G970	-
G1035	G1368	-
G1035	G993	-
G1035	G298	-
G1035	G998	+
G1035	G999	+
G1035	G1000	-
G1035	G1001	-
G1035	G1002	-
G1035	G1003	-
G1035	G1004	-
G1035	G1005	-
G1035	G1006	-
G1035	G1007	-
G1035	G1008	-
G1035	G1009	-
G1035	G1010	-
G1035	G882	+
G1035	G883	+
G1035	G1011	-
G1035	G142	-
G1035	G407	-
G1035	G1019	-
G1035	G1020	+
G1035	G481	-
G1035	G143	+
G1035	G808	-
G1035	G486	-
G1035	G157	+
G1035	G66	+
G1035	G494	+
G1035	G812	-
G1035	G813	-
G1035	G814	-
G1035	G776	-
G1369	G1057	-
G1369	G1058	-
G1369	G801	+
G1369	G802	+
G1369	G803	+
G1369	G804	+
G1369	G805	+
G1369	G806	+
G1369	G807	+
G1369	G955	+
G1369	G956	+
G1369	G957	-
G1369	G958	-
G1369	G959	+
G1369	G960	-
G1369	G961	-
G1369	G962	+
G1369	G963	+
G1369	G964	+
G1369	G965	-
G1369	G966	+
G1369	G967	+
G1369	G969	-
G1369	G970	+
G1369	G993	-
G1369	G998	+
G1369	G999	+
G1369	G1005	-
G1369	G1006	-
G1369	G1007	-
G1369	G1008	-
G1369	G1009	-
G1369	G1010	-
G1369	G882	+
G1369	G883	+
G1369	G1011	-
G1369	G1020	+
G1369	G494	+
G1369	G776	+
G1369	G52	-
G1369	G51	-
G1369	G50	-
G1369	G49	-
G1369	G48	-
G1369	G47	-
G1369	G535	+
G1369	G536	+
G1369	G537	+
G1369	G1056	-
G975	G980	-
G975	G984	-
G975	G982	-
G975	G983	-
G975	G981	-
G1376	G1011	+
G1376	G993	+
G1378	G1059	-
G1378	G1060	-
G1378	G1379	-
G1378	G1380	-
G1378	G946	-
G1378	G947	-
G1378	G1381	-
G1378	G1382	-
G1378	G1099	-
G1378	G1383	-
G1378	G1384	-
G1378	G1385	-
G1378	G1386	-
G1378	G1387	-
G1378	G1388	-
G1378	G1389	-
G1378	G1390	-
G1378	G1391	-
G1378	G1392	-
G1378	G801	-
G1378	G1393	-
G1378	G1394	-
G1378	G802	-
G1378	G803	-
G1378	G804	-
G1378	G805	-
G1378	G806	-
G1378	G807	-
G1378	G1376	-
G1378	G1395	-
G1378	G754	-
G1378	G1396	-
G1378	G1397	-
G1378	G998	-
G1378	G999	-
G1378	G448	-
G1378	G1398	-
G1378	G1108	-
G1378	G1109	-
G1378	G1110	-
G1378	G1111	-
G1378	G1112	-
G1378	G1399	-
G1378	G882	-
G1378	G883	-
G1378	G933	-
G1378	G777	-
G1378	G1400	-
G1378	G1020	-
G1378	G1401	-
G1378	G774	-
G1378	G146	-
G1378	G147	-
G1378	G487	-
G1378	G775	-
G1378	G1213	-
G1378	G1031	-
G1378	G778	-
G1378	G779	-
G1378	G780	-
G1378	G781	-
G1378	G782	-
G1378	G783	-
G1378	G784	-
G1378	G785	-
G1378	G786	-
G1378	G787	-
G1378	G788	-
G1378	G789	-
G1378	G790	-
G1378	G1402	-
G1378	G91	-
G1378	G1403	-
G1378	G1404	-
G1378	G1405	-
G1378	G1048	-
G1378	G348	-
G1378	G686	-
G1378	G1406	-
G1378	G1407	-
G1378	G1408	-
G1378	G1409	-
G1438	G449	-
G1438	G450	-
G1438	G451	-
G1438	G452	-
G1438	G453	-
G1438	G460	-
G1438	G455	-
G1438	G456	-
G1438	G457	-
G1438	G458	-
G1438	G459	-
G1438	G454	-
G1477	G1224	+
G1477	G1203	+
G1477	G1199	+
G1477	G1200	+
G1477	G1201	+
G1477	G1202	+
G1492	G657	+
G1492	G1493	+
G1492	G658	+
G1509	G1206	+
G1509	G1207	+
G597	G599	+
G597	G620	+
G597	G395	+
G597	G396	+
G597	G397	+
G597	G598	+
G1532	G397	+
G1532	G597	+
G1532	G598	+
G1532	G599	+
G1532	G396	+
G1532	G395	+
G1532	G620	+
G1551	G411	-
G1551	G410	-
G1551	G409	-
G1551	G408	-
G1551	G1208	-
G1551	G427	-
G1551	G426	-
G572	G576	-
G572	G575	-
G572	G574	-
G572	G573	-
G572	G577	-
G572	G581	-
G572	G580	-
G572	G579	-
G572	G578	-
