G294	G295	+
G294	G296	-
G297	G156	+
G297	G155	+
G298	G192	+
G298	G193	+
G298	G299	+
G298	G300	+
G298	G301	+
G298	G115	+
G298	G191	+
G298	G190	+
G298	G189	+
G298	G302	+
G303	G304	+
G303	G305	+
G303	G306	+
G303	G307	+
G303	G308	+
G303	G309	+
G303	G310	+
G303	G311	+
G303	G312	+
G313	G314	+
G313	G315	+
G313	G316	+
G313	G317	+
G313	G318	+
G313	G319	+
G313	G320	+
G313	G321	+
G313	G322	+
G323	G324	+
G323	G325	+
G323	G326	+
G323	G327	-
G323	G328	+
G368	G366	+
G368	G365	+
G368	G369	+
G368	G370	+
G368	G367	+
G368	G355	+
G368	G702	+
G368	G703	+
G368	G704	-
G705	G633	-
G705	G632	-
G705	G667	-
G708	G709	-
G708	G710	-
G708	G711	-
G708	G712	-
G708	G713	-
G708	G714	+
G708	G715	+
G726	G306	+
G726	G307	+
G726	G312	+
G726	G309	-
G726	G310	-
G726	G311	-
G726	G308	-
G726	G727	-
G726	G303	+
G726	G305	+
G726	G304	-
G726	G728	+
G726	G729	+
G726	G730	+
G726	G731	+
G726	G732	+
G726	G733	+
G726	G734	+
G726	G735	+
G726	G736	+
G726	G737	+
G726	G738	+
G726	G739	+
G495	G487	-
G495	G496	-
G495	G497	-
G495	G563	-
G495	G695	-
G495	G604	-
G495	G347	-
G495	G345	-
G495	G538	-
G495	G696	-
G495	G605	-
G407	G79	+
G407	G740	+
G407	G741	+
G407	G742	+
G407	G743	+
G407	G481	+
G407	G116	+
G744	G496	-
G744	G604	-
G744	G538	-
G744	G696	-
G744	G695	-
G744	G497	-
G472	G545	-
G472	G471	-
G472	G491	-
G472	G514	-
G472	G517	-
G472	G518	-
G472	G158	-
G472	G544	-
G472	G519	-
G218	G752	-
G218	G347	-
G218	G214	-
G218	G753	+
G218	G215	+
G218	G216	+
G218	G593	-
G218	G594	-
G218	G150	-
G218	G217	-
G754	G699	+
G754	G698	+
G755	G2	-
G755	G3	-
G756	G344	+
G756	G343	+
G757	G569	+
G757	G758	+
G757	G759	+
G757	G760	+
G757	G761	+
G757	G762	+
G757	G763	+
G757	G764	+
G757	G765	+
G757	G568	+
G757	G766	+
G757	G282	+
G757	G644	+
G767	G432	-
G767	G433	-
G767	G435	-
G767	G436	-
G767	G417	-
G767	G613	-
G767	G614	-
G768	G769	-
G768	G770	-
G771	G188	-
G771	G121	-
G771	G136	-
G771	G137	-
G771	G76	-
G771	G772	+
G771	G769	+
G771	G770	+
G771	G74	-
G771	G773	-
G771	G75	-
G448	G774	+
G775	G776	+
G775	G777	+
G775	G778	+
G775	G779	+
G775	G780	+
G775	G781	+
G775	G782	+
G775	G783	+
G775	G784	+
G775	G785	+
G775	G786	+
G775	G787	+
G775	G788	+
G775	G789	+
G775	G790	+
G775	G619	+
G775	G628	+
G775	G791	+
G775	G792	+
G775	G381	+
G775	G382	+
G775	G383	+
G775	G384	+
G775	G385	+
G775	G386	+
G775	G387	+
G775	G388	+
G775	G389	+
G775	G390	+
G657	G908	+
G657	G909	+
G657	G910	+
G657	G911	+
G657	G912	+
G657	G913	+
G657	G914	+
G657	G915	+
G657	G916	+
G657	G917	+
G657	G918	+
G657	G919	+
G657	G920	+
G657	G921	+
G657	G922	+
G657	G923	+
G657	G924	+
G657	G925	+
G657	G926	+
G657	G927	+
G657	G928	+
G657	G929	+
G657	G930	+
G657	G931	+
G657	G932	+
G657	G933	+
G657	G934	+
G658	G923	+
G658	G924	+
G658	G925	+
G658	G926	+
G658	G927	+
G658	G928	+
G658	G929	+
G658	G930	+
G658	G931	+
G658	G932	+
G658	G933	+
G658	G934	+
G657	G935	+
G657	G936	+
G657	G937	+
G657	G81	+
G657	G82	+
G657	G83	+
G657	G90	-
G657	G524	-
G657	G525	-
G657	G526	-
G657	G938	+
G657	G939	+
G657	G940	+
G657	G941	+
G657	G942	+
G657	G943	+
G657	G944	+
G657	G945	+
G657	G946	+
G657	G947	+
G657	G948	+
G657	G949	+
G657	G791	+
G657	G792	+
G657	G950	+
G657	G951	+
G657	G801	+
G657	G802	+
G657	G803	+
G657	G804	+
G657	G805	+
G657	G806	+
G657	G807	+
G657	G952	+
G657	G953	+
G657	G954	+
G657	G955	+
G657	G956	+
G657	G957	+
G657	G958	+
G657	G959	+
G657	G960	+
G657	G961	+
G657	G962	+
G657	G963	+
G657	G964	+
G657	G965	+
G657	G966	+
G657	G967	+
G657	G968	+
G657	G969	+
G657	G970	+
G658	G81	+
G658	G82	+
G658	G83	+
G658	G90	-
G658	G524	-
G658	G525	-
G658	G526	-
G658	G938	+
G658	G939	+
G658	G940	+
G658	G941	+
G658	G942	+
G658	G943	+
G658	G944	+
G658	G945	+
G658	G946	+
G658	G947	+
G658	G948	+
G658	G949	+
G658	G791	+
G658	G792	+
G658	G950	+
G658	G951	+
G658	G801	+
G658	G802	+
G658	G803	+
G658	G804	+
G658	G805	+
G658	G806	+
G658	G807	+
G658	G952	+
G658	G953	+
G658	G954	+
G658	G955	+
G658	G956	+
G658	G957	+
G658	G958	+
G658	G959	+
G658	G960	+
G658	G961	+
G658	G962	+
G658	G963	+
G658	G964	+
G658	G965	+
G658	G966	+
G658	G967	+
G658	G968	+
G658	G969	+
G658	G970	+
G658	G908	+
G658	G909	+
G658	G910	+
G658	G911	+
G658	G912	+
G658	G913	+
G658	G914	+
G658	G915	+
G658	G916	+
G658	G917	+
G658	G918	+
G658	G919	+
G658	G920	+
G658	G921	+
G658	G922	+
G658	G935	+
G658	G936	+
G658	G937	+
G77	G146	+
G77	G147	-
G77	G149	+
G77	G808	+
G77	G150	-
G77	G484	+
G77	G65	-
G77	G486	+
G77	G297	+
G77	G971	+
G77	G972	+
G77	G973	+
G77	G974	+
G77	G157	-
G77	G66	-
G77	G67	-
G77	G68	+
G77	G69	-
G77	G70	-
G77	G71	-
G77	G72	-
G77	G73	-
G77	G494	+
G77	G812	+
G77	G223	-
G77	G975	+
G77	G976	+
G77	G192	+
G77	G193	+
G77	G299	+
G77	G302	+
G77	G300	+
G77	G301	+
G77	G709	+
G77	G710	+
G77	G711	+
G77	G712	+
G77	G977	+
G77	G713	+
G77	G195	-
G77	G196	-
G77	G801	+
G77	G197	+
G77	G978	+
G77	G802	+
G77	G803	+
G77	G804	+
G77	G805	+
G77	G806	+
G77	G807	+
G77	G979	-
G77	G955	+
G77	G956	+
G77	G957	+
G77	G958	+
G77	G959	+
G77	G960	+
G77	G961	+
G77	G962	+
G77	G963	+
G77	G964	+
G77	G965	+
G77	G966	+
G77	G967	+
G77	G980	+
G77	G981	+
G77	G982	+
G77	G983	+
G77	G984	+
G77	G208	-
G77	G209	-
G77	G210	-
G77	G211	-
G77	G212	-
G77	G99	-
G77	G100	-
G77	G101	-
G77	G102	-
G77	G103	-
G77	G104	-
G77	G985	+
G77	G986	+
G77	G987	-
G77	G988	+
G77	G969	+
G77	G970	+
G77	G989	+
G77	G481	+
G77	G143	+
G77	G314	+
G77	G990	+
G77	G991	+
G77	G304	+
G77	G992	-
G77	G113	-
G77	G993	-
G77	G115	+
G77	G994	-
G77	G995	-
G77	G996	-
G77	G997	-
G77	G432	+
G77	G318	+
G77	G758	+
G77	G319	+
G77	G119	-
G77	G298	+
G77	G122	+
G77	G123	+
G77	G998	+
G77	G999	+
G77	G309	+
G77	G310	+
G77	G311	+
G77	G308	+
G77	G131	+
G77	G447	+
G77	G132	-
G77	G134	-
G77	G1000	+
G77	G1001	+
G77	G1002	+
G77	G1003	+
G77	G1004	+
G77	G1005	+
G77	G1006	+
G77	G1007	+
G77	G1008	+
G77	G1009	+
G77	G1010	+
G77	G932	+
G77	G763	+
G77	G381	-
G77	G382	-
G77	G383	-
G77	G384	-
G77	G385	-
G77	G386	-
G77	G387	-
G77	G388	-
G77	G389	-
G77	G390	-
G77	G1011	-
G77	G1012	+
G77	G1013	+
G77	G1014	+
G77	G1015	+
G77	G1016	+
G77	G1017	+
G77	G394	+
G77	G189	+
G77	G190	+
G77	G191	+
G77	G396	+
G77	G397	+
G77	G1018	-
G77	G407	+
G77	G1019	+
G77	G1020	-
G77	G1021	+
G77	G417	+
G77	G1022	+
G77	G1023	+
G77	G813	+
G77	G814	+
G77	G1024	-
G77	G1025	+
G77	G1026	+
G77	G1027	+
G77	G776	+
G77	G1028	+
G77	G1029	+
G77	G775	+
G77	G743	+
G77	G742	+
G77	G741	+
G77	G740	+
G77	G78	-
G77	G79	+
G77	G1030	+
G77	G81	+
G77	G82	+
G77	G83	+
G77	G589	+
G77	G591	+
G77	G235	-
G77	G234	-
G77	G86	-
G77	G1031	-
G77	G787	+
G77	G788	+
G77	G789	+
G77	G790	+
G77	G1032	+
G77	G89	-
G77	G1033	+
G77	G1034	+
G77	G847	+
G77	G848	+
G77	G849	+
G77	G850	+
G77	G851	+
G77	G1035	-
G77	G1036	-
G77	G91	-
G77	G535	+
G77	G536	+
G77	G537	+
G77	G97	+
G77	G1037	+
G77	G1038	+
G77	G98	-
G77	G1039	-
G77	G106	-
G77	G1040	+
G77	G1041	+
G77	G1042	+
G77	G1043	+
G77	G1044	-
G77	G1045	-
G77	G159	+
G77	G160	+
G77	G161	+
G77	G1046	-
G77	G162	+
G77	G1047	-
G77	G1048	-
G77	G163	+
G77	G164	+
G77	G165	+
G77	G166	+
G77	G1049	-
G77	G167	+
G77	G1050	-
G77	G168	+
G77	G169	+
G77	G170	-
G77	G171	-
G77	G172	-
G77	G173	-
G77	G174	-
G77	G176	-
G77	G177	-
G77	G178	-
G77	G179	-
G77	G1051	+
G77	G1052	+
G77	G597	+
G77	G598	+
G77	G599	+
G77	G1053	-
G77	G616	+
G77	G1054	+
G77	G619	-
G77	G1055	-
G77	G620	+
G77	G315	+
G77	G316	+
G77	G623	+
G77	G1056	+
G77	G1057	-
G77	G1058	+
G77	G283	-
G77	G181	+
G77	G1059	-
G77	G628	-
G77	G1060	-
G77	G183	-
G77	G1061	+
G77	G184	-
G77	G185	-
G77	G187	+
G77	G1062	+
G77	G1063	+
G77	G1064	+
G77	G1065	+
G77	G395	+
G1066	G144	+
G1066	G1067	-
G1066	G148	+
G1066	G808	-
G1066	G1068	+
G1066	G491	-
G1066	G67	+
G1066	G68	+
G1066	G494	-
G1066	G1069	-
G1066	G1070	-
G1066	G1071	-
G1066	G649	-
G1066	G1072	-
G1066	G1073	-
G1066	G672	-
G1066	G673	-
G1066	G87	+
G1066	G517	-
G1066	G518	-
G1066	G519	-
G1066	G527	-
G1066	G528	-
G1066	G535	-
G1066	G536	-
G1066	G537	-
G1066	G1074	+
G1066	G1075	-
G1066	G542	-
G1066	G1076	+
G1066	G544	+
G1066	G545	+
G1066	G1077	-
G1066	G1078	-
G1066	G183	+
G1066	G791	-
G1066	G562	-
G1066	G107	-
G1066	G1079	-
G1066	G145	+
G644	G1121	+
G644	G1122	+
G644	G353	+
G644	G1123	+
G644	G1124	+
G644	G1125	+
G644	G641	+
G644	G1126	+
G644	G223	+
G644	G568	+
G644	G569	+
G644	G1039	+
G644	G106	+
G644	G119	+
G644	G461	+
G644	G155	+
G644	G156	+
G644	G69	+
G644	G70	+
G644	G71	+
G644	G72	+
G644	G73	+
G644	G336	+
G644	G1127	+
G644	G235	+
G644	G234	+
G644	G1128	+
G644	G338	+
G644	G340	+
G1039	G1130	+
G1039	G568	+
G1039	G569	+
G1039	G106	-
G1039	G119	-
G1039	G1131	+
G1039	G461	-
G1039	G1123	-
G1039	G1124	-
G1039	G1125	+
G1039	G641	-
G1039	G644	+
G1039	G1132	+
G106	G644	+
G106	G641	+
G106	G1125	+
G106	G1124	+
G106	G1123	-
G106	G1133	+
G106	G88	+
G106	G461	+
G106	G1126	+
G106	G156	+
G106	G155	+
G106	G1134	+
G106	G1135	+
G106	G1132	+
G106	G1130	+
G106	G1136	+
G106	G568	+
G106	G569	+
G106	G1137	+
G106	G1138	+
G106	G1131	+
G106	G119	+
G106	G1039	-
G1139	G566	-
G1139	G554	+
G1139	G526	-
G1139	G525	-
G1139	G668	-
G1139	G671	+
G1139	G670	-
G1139	G669	-
G1139	G524	-
G670	G566	-
G670	G554	+
G670	G526	-
G670	G525	-
G670	G524	-
G670	G671	-
G670	G1139	-
G670	G668	-
G670	G669	+
G1140	G112	-
G1140	G111	-
G1140	G110	-
G1140	G109	-
G1140	G108	-
G1140	G135	-
G1141	G112	-
G1141	G111	-
G1141	G110	-
G1141	G109	-
G1141	G108	-
G1141	G135	-
G1142	G1030	-
G1142	G1063	+
G1142	G1143	+
G1142	G978	+
G393	G141	+
G393	G140	+
G393	G139	+
G393	G120	+
G393	G117	+
G393	G138	+
G590	G642	-
G590	G591	-
G590	G589	-
G590	G588	-
G590	G586	-
G590	G84	-
G590	G83	-
G590	G81	-
G590	G82	-
G1144	G1145	+
G1146	G1069	-
G1146	G1070	-
G1146	G414	-
G1146	G413	-
G1146	G412	-
G1146	G406	-
G1146	G405	-
G1146	G431	-
G1146	G430	-
G1146	G428	-
G1146	G583	-
G1146	G567	-
G1153	G658	-
G1153	G657	-
G1154	G1155	-
G1155	G1154	-
G596	G1190	-
G500	G1191	-
G500	G1192	-
G500	G554	-
G500	G1193	-
G500	G1190	-
G500	G671	-
G500	G669	-
G500	G668	-
G596	G4	+
G596	G1191	-
G596	G668	-
G596	G669	-
G596	G671	-
G500	G4	+
G596	G1193	-
G596	G554	-
G596	G1192	-
G389	G390	+
G389	G388	+
G389	G387	+
G389	G386	+
G389	G619	+
G389	G384	+
G389	G383	+
G389	G382	+
G389	G381	+
G389	G628	+
G389	G385	+
G772	G148	-
G772	G145	-
G772	G144	-
G412	G431	-
G412	G413	+
G412	G414	+
G412	G428	+
G412	G567	+
G412	G430	-
G1194	G1155	+
G1194	G1154	+
G1194	G778	+
G1194	G779	+
G1194	G780	+
G1194	G781	+
G1194	G782	+
G1194	G783	+
G1194	G784	+
G1194	G785	+
G1194	G786	+
G1194	G787	+
G1194	G788	+
G1194	G789	+
G1194	G790	+
G1194	G1195	+
G1194	G1196	+
G1194	G1197	-
G1194	G1198	+
G1194	G1190	-
G1194	G847	+
G1194	G848	+
G1194	G849	+
G1194	G850	+
G1194	G851	+
G1194	G91	-
G1194	G535	-
G1194	G536	+
G1194	G537	-
G1194	G343	-
G1194	G344	+
G1194	G540	-
G1194	G97	+
G1194	G1037	+
G1194	G1038	+
G1194	G98	+
G1194	G1199	+
G1194	G1200	+
G1194	G1201	+
G1194	G1202	+
G1194	G1203	+
G1194	G1041	+
G1194	G1042	+
G1194	G1043	+
G1194	G347	+
G1194	G174	-
G1194	G686	-
G1194	G176	-
G1194	G177	-
G1194	G178	-
G1194	G179	-
G1194	G597	+
G1194	G598	+
G1194	G599	+
G1194	G1193	-
G1194	G620	+
G1194	G181	+
G1194	G1204	-
G1194	G630	+
G1194	G184	-
G1194	G185	-
G1194	G1108	+
G1194	G1109	+
G1194	G1110	+
G1194	G1111	+
G1194	G1112	+
G1194	G1011	-
G1194	G777	+
G1194	G138	+
G1194	G139	+
G1194	G140	+
G1194	G141	+
G1194	G884	-
G1194	G395	+
G1194	G396	+
G1194	G397	+
G1194	G1205	+
G1194	G1206	+
G1194	G1207	+
G1194	G1208	-
G1194	G408	-
G1194	G409	-
G1194	G410	-
G1194	G411	-
G1194	G1209	-
G1194	G809	-
G1194	G257	+
G1194	G236	+
G1194	G494	+
G1194	G736	+
G1194	G735	+
G1194	G734	+
G1194	G812	-
G1194	G813	-
G1194	G814	-
G1194	G1024	+
G1194	G648	-
G1194	G775	+
G1194	G1165	+
G1194	G1166	+
G1194	G1167	+
G1194	G1168	+
G1194	G1170	+
G1194	G1171	+
G1194	G1172	+
G1194	G657	-
G1194	G658	-
G1194	G1210	+
G1194	G674	+
G1194	G1211	+
G1194	G1212	+
G1194	G815	+
G1194	G589	-
G1194	G591	-
G1194	G85	+
G1194	G235	+
G1194	G234	+
G1194	G86	+
G1194	G1213	-
G1194	G803	-
G1194	G804	+
G1194	G805	+
G1194	G806	+
G1194	G807	+
G1194	G1214	+
G1194	G1215	+
G1194	G1162	+
G1194	G979	+
G1194	G208	-
G1194	G209	-
G1194	G210	-
G1194	G211	-
G1194	G212	-
G1194	G99	-
G1194	G100	-
G1194	G101	-
G1194	G102	-
G1194	G103	-
G1194	G104	-
G1194	G1216	-
G1194	G1217	-
G1194	G572	-
G1194	G573	+
G1194	G574	+
G1194	G575	+
G1194	G576	+
G1194	G577	+
G1194	G578	+
G1194	G579	+
G1194	G580	+
G1194	G581	+
G1194	G304	+
G1194	G113	+
G1194	G993	-
G1194	G426	-
G1194	G427	-
G1194	G115	-
G1194	G994	+
G1194	G995	+
G1194	G996	+
G1194	G997	+
G1194	G117	+
G1194	G434	-
G1194	G4	-
G1194	G120	+
G1194	G1145	+
G1194	G309	-
G1194	G310	+
G1194	G311	+
G1194	G308	+
G1194	G449	+
G1194	G450	+
G1194	G451	+
G1194	G452	+
G1194	G453	+
G1194	G454	+
G1194	G455	+
G1194	G456	+
G1194	G457	+
G1194	G458	+
G1194	G459	+
G1194	G460	+
G1213	G344	+
G1213	G540	-
G1213	G97	+
G1213	G1037	+
G1213	G1038	+
G1213	G98	+
G1213	G1199	+
G1213	G1200	+
G1213	G1201	+
G1213	G1202	+
G1213	G1203	+
G1213	G1041	+
G1213	G1042	+
G1213	G1043	+
G1213	G347	+
G1213	G174	-
G1213	G686	-
G1213	G176	-
G1213	G177	-
G1213	G178	-
G1213	G179	-
G1213	G597	+
G1213	G598	+
G1213	G599	+
G1213	G1193	-
G1213	G620	+
G1213	G181	+
G1213	G1204	+
G1213	G630	+
G1213	G184	-
G1213	G185	-
G1194	G144	+
G1194	G145	+
G1194	G148	+
G1194	G1099	+
G1194	G773	+
G1194	G635	-
G1194	G798	+
G1194	G640	-
G1194	G10	+
G1194	G800	+
G1194	G223	+
G1194	G1218	+
G1194	G189	-
G1194	G190	-
G1194	G191	-
G1194	G192	-
G1194	G193	-
G1194	G271	+
G1194	G272	+
G1194	G273	+
G1194	G274	+
G1194	G195	-
G1194	G196	-
G1194	G801	+
G1194	G1219	-
G1194	G1220	+
G1194	G1221	+
G1194	G1222	+
G1194	G1223	+
G1194	G1224	+
G1194	G560	-
G1194	G561	-
G1194	G802	+
G1213	G236	-
G1213	G494	-
G1213	G736	+
G1213	G735	+
G1213	G734	+
G1213	G812	-
G1213	G813	-
G1213	G814	-
G1213	G1024	+
G1213	G648	-
G1213	G775	+
G1213	G1165	+
G1213	G1166	+
G1213	G1167	+
G1213	G1168	+
G1213	G1170	+
G1213	G1171	+
G1213	G1172	+
G1213	G657	-
G1213	G658	-
G1213	G1210	+
G1213	G674	+
G1213	G1211	+
G1213	G1212	+
G1213	G815	+
G1213	G589	-
G1213	G591	-
G1213	G85	+
G1213	G235	+
G1213	G234	+
G1213	G86	+
G1213	G1194	-
G1213	G1155	+
G1213	G1154	+
G1213	G778	+
G1213	G779	+
G1213	G780	+
G1213	G781	+
G1213	G782	+
G1213	G783	+
G1213	G784	+
G1213	G785	+
G1213	G786	+
G1213	G787	+
G1213	G788	+
G1213	G789	+
G1213	G790	+
G1213	G1195	-
G1213	G1196	-
G1213	G1197	-
G1213	G1198	+
G1213	G1190	-
G1213	G847	+
G1213	G848	+
G1213	G849	+
G1213	G850	+
G1213	G851	+
G1213	G91	-
G1213	G535	+
G1213	G536	-
G1213	G537	-
G1213	G343	-
G1213	G581	+
G1213	G304	+
G1213	G113	+
G1213	G993	+
G1213	G426	-
G1213	G427	-
G1213	G115	-
G1213	G994	+
G1213	G995	+
G1213	G996	+
G1213	G997	+
G1213	G117	+
G1213	G434	-
G1213	G4	-
G1213	G120	+
G1213	G1145	+
G1213	G309	+
G1213	G310	-
G1213	G311	+
G1213	G308	+
G1213	G449	+
G1213	G450	+
G1213	G451	+
G1213	G452	+
G1213	G453	+
G1213	G454	+
G1213	G455	+
G1213	G456	+
G1213	G457	+
G1213	G458	+
G1213	G459	+
G1213	G460	+
G1213	G1108	+
G1213	G1109	+
G1213	G1110	+
G1213	G1111	+
G1213	G1112	+
G1213	G1011	+
G1213	G777	+
G1213	G138	+
G1213	G139	+
G1213	G140	+
G1213	G141	+
G1213	G884	+
G1213	G395	+
G1213	G396	+
G1213	G397	+
G1213	G1205	+
G1213	G1206	+
G1213	G1207	+
G1213	G1208	-
G1213	G408	-
G1213	G409	-
G1213	G410	-
G1213	G411	-
G1213	G1209	-
G1213	G809	-
G1213	G257	-
G1213	G144	+
G1213	G145	+
G1213	G148	+
G1213	G1099	+
G1213	G773	+
G1213	G635	-
G1213	G798	+
G1213	G640	-
G1213	G10	+
G1213	G800	+
G1213	G223	+
G1213	G1218	+
G1213	G189	-
G1213	G190	-
G1213	G191	-
G1213	G192	-
G1213	G193	-
G1213	G271	+
G1213	G272	+
G1213	G273	+
G1213	G274	+
G1213	G195	-
G1213	G196	-
G1213	G801	-
G1213	G1219	-
G1213	G1220	+
G1213	G1221	+
G1213	G1222	+
G1213	G1223	+
G1213	G1224	+
G1213	G560	-
G1213	G561	-
G1213	G802	-
G1213	G803	-
G1213	G804	+
G1213	G805	-
G1213	G806	-
G1213	G807	-
G1213	G1214	+
G1213	G1215	+
G1213	G1162	+
G1213	G979	+
G1213	G208	-
G1213	G209	-
G1213	G210	-
G1213	G211	-
G1213	G212	-
G1213	G99	-
G1213	G100	-
G1213	G101	-
G1213	G102	-
G1213	G103	-
G1213	G104	-
G1213	G1216	-
G1213	G1217	-
G1213	G572	-
G1213	G573	+
G1213	G574	+
G1213	G575	+
G1213	G576	+
G1213	G577	+
G1213	G578	+
G1213	G579	+
G1213	G580	+
G1227	G48	-
G1227	G47	-
G1227	G1099	+
G1227	G962	-
G1227	G963	-
G1227	G964	-
G1227	G965	-
G1227	G966	-
G1227	G967	-
G1227	G1228	-
G1227	G969	-
G1227	G1229	-
G1227	G1108	+
G1227	G1109	+
G1227	G1110	+
G1227	G1111	+
G1227	G1112	+
G1227	G1230	+
G1227	G1231	-
G1227	G1232	-
G1227	G406	-
G1227	G52	-
G1227	G51	-
G1227	G50	-
G1227	G49	-
G1233	G1069	-
G206	G205	+
G206	G207	+
G1297	G1169	+
G1297	G658	-
G1297	G657	-
G514	G507	+
G514	G1033	+
G514	G513	+
G514	G512	+
G514	G510	+
G514	G509	+
G514	G508	+
G514	G1034	+
G514	G1311	+
G514	G631	+
G638	G1312	+
G638	G1313	+
G638	G1314	+
G638	G1315	+
G638	G4	+
G638	G1130	-
G638	G1132	-
G638	G3	+
G638	G2	+
G638	G551	+
G638	G639	+
G638	G1316	+
G638	G1317	+
G638	G1318	+
G638	G1125	-
G638	G1124	-
G638	G1123	-
G638	G1319	-
G638	G1320	+
G638	G80	+
G638	G1321	+
G638	G1322	+
G638	G1323	+
G638	G1121	-
G638	G1324	+
G638	G174	+
G638	G1325	+
G638	G1326	+
G638	G1327	+
G638	G1328	+
G639	G638	-
G639	G551	-
G1094	G1329	-
G1094	G523	-
G1094	G1330	-
G1094	G1331	-
G1094	G1332	-
G1094	G1333	-
G1094	G1334	-
G1094	G1335	-
G1094	G1336	-
G1094	G1337	-
G1094	G1338	-
G1094	G1339	-
G1094	G1340	-
G1094	G1341	-
G1094	G1342	-
G1331	G1343	+
G1331	G1031	+
G1331	G1342	+
G1331	G1093	+
G1331	G1339	+
G1348	G1116	-
G1349	G480	-
G1349	G777	+
G1349	G496	-
G1349	G497	-
G1349	G695	-
G1349	G696	-
G1349	G812	-
G1349	G813	-
G1349	G814	-
G1349	G778	+
G1349	G779	+
G1349	G780	+
G1349	G781	+
G1349	G782	+
G1349	G783	+
G1349	G784	+
G1349	G785	+
G1349	G1035	+
G1349	G1036	+
G1349	G92	-
G1349	G93	-
G1349	G94	-
G1349	G95	-
G1349	G96	-
G1349	G709	+
G1349	G710	+
G1349	G711	+
G1349	G712	+
G1349	G713	+
G1349	G955	+
G1349	G956	+
G1349	G957	+
G1349	G958	+
G1349	G959	+
G1349	G960	+
G1349	G961	+
G1349	G962	+
G1349	G963	+
G1349	G964	+
G1349	G965	+
G1349	G966	+
G1349	G967	+
G1349	G969	+
G1349	G970	+
G1349	G498	-
G1349	G488	-
G1350	G1351	-
G1350	G3	-
G1350	G2	-
G1350	G1352	-
G562	G527	-
G562	G528	-
G1356	G266	-
G1356	G675	-
G1356	G268	-
G1356	G235	-
G1356	G234	-
G1356	G683	-
G1356	G269	-
G1356	G1357	+
G1356	G1358	+
G1356	G632	+
G1356	G633	+
G1356	G223	-
G1356	G563	+
G1356	G667	+
G533	G324	-
