G368	G366	+
G368	G365	+
G368	G369	+
G368	G370	+
G368	G367	+
G368	G355	+
G368	G702	+
G368	G703	+
G368	G704	-
G705	G392	-
G705	G584	-
G705	G633	-
G705	G632	-
G705	G667	-
G495	G487	-
G495	G496	-
G495	G497	-
G495	G563	-
G495	G695	-
G495	G604	-
G495	G347	-
G495	G345	-
G495	G538	-
G495	G696	-
G495	G605	-
G744	G496	-
G744	G604	-
G744	G538	-
G744	G696	-
G744	G695	-
G744	G497	-
G218	G752	-
G218	G347	-
G218	G214	-
G218	G753	+
G218	G215	+
G218	G216	+
G218	G593	-
G218	G594	-
G218	G150	-
G218	G217	-
G755	G2	-
G755	G3	-
G756	G344	+
G756	G343	+
G757	G569	+
G757	G758	+
G757	G759	+
G757	G760	+
G757	G761	+
G757	G762	+
G757	G763	+
G757	G764	+
G757	G765	+
G757	G568	+
G757	G766	+
G757	G282	+
G757	G644	+
G666	G71	-
G666	G72	-
G666	G73	-
G666	G700	-
G666	G701	-
G666	G645	-
G666	G646	-
G666	G647	-
G666	G1025	-
G666	G1080	-
G666	G1081	-
G666	G1028	-
G666	G1082	-
G666	G1029	-
G666	G1083	-
G666	G1084	-
G666	G1085	-
G666	G1086	-
G666	G1087	-
G666	G650	-
G666	G651	-
G666	G652	-
G666	G653	-
G666	G654	-
G666	G1088	-
G666	G1089	-
G666	G655	-
G666	G1090	-
G666	G1091	-
G666	G1092	-
G666	G1031	-
G666	G795	-
G666	G88	-
G666	G1032	-
G666	G1093	-
G666	G1094	-
G666	G344	+
G666	G1095	-
G666	G1096	+
G666	G170	+
G666	G171	+
G666	G172	+
G666	G173	+
G666	G174	-
G666	G177	+
G666	G178	+
G666	G1097	+
G666	G1098	+
G666	G617	-
G666	G1099	-
G666	G1100	-
G666	G1101	-
G666	G985	-
G666	G986	-
G666	G1102	-
G666	G1103	-
G666	G1104	-
G666	G1105	-
G666	G446	-
G666	G1106	-
G666	G1107	-
G666	G1108	-
G666	G1109	-
G666	G1110	-
G666	G1111	-
G666	G1112	-
G666	G1113	+
G666	G1114	+
G666	G1115	-
G666	G1116	-
G666	G1117	-
G666	G1118	-
G666	G1119	-
G666	G1120	-
G666	G1023	-
G666	G489	-
G666	G69	-
G666	G70	-
G644	G1121	+
G644	G1122	+
G644	G353	+
G644	G1123	+
G644	G1124	+
G644	G1125	+
G644	G641	+
G644	G1126	+
G644	G223	+
G644	G568	+
G644	G569	+
G644	G1039	+
G644	G106	+
G644	G119	+
G644	G461	+
G644	G155	+
G644	G156	+
G644	G69	+
G644	G70	+
G644	G71	+
G644	G72	+
G644	G73	+
G644	G336	+
G644	G1127	+
G644	G235	+
G644	G234	+
G644	G1128	+
G644	G338	+
G644	G340	+
G1039	G1130	+
G1039	G568	+
G1039	G569	+
G1039	G106	-
G1039	G119	-
G1039	G1131	+
G1039	G461	-
G1039	G1123	-
G1039	G1124	-
G1039	G1125	+
G1039	G641	-
G1039	G644	+
G1039	G1132	+
G106	G644	+
G106	G641	+
G106	G1125	+
G106	G1124	+
G106	G1123	+
G106	G1133	+
G106	G88	+
G106	G461	+
G106	G1126	+
G106	G156	+
G106	G155	+
G106	G1134	+
G106	G1135	+
G106	G1132	+
G106	G1130	+
G106	G1136	+
G106	G568	+
G106	G569	+
G106	G1137	+
G106	G1138	+
G106	G1131	+
G106	G119	+
G106	G1039	-
G1142	G1030	-
G1142	G1063	-
G1142	G1143	+
G1142	G978	+
G1227	G48	-
G1227	G47	-
G1227	G1099	+
G1227	G1228	-
G1227	G1229	-
G1227	G1108	+
G1227	G1109	+
G1227	G1110	+
G1227	G1111	+
G1227	G1112	+
G1227	G1230	+
G1227	G1231	-
G1227	G1232	-
G1227	G406	-
G1227	G52	-
G1227	G51	-
G1227	G50	-
G1227	G49	-
G206	G205	-
G206	G207	+
G638	G1312	+
G638	G1313	+
G638	G1314	+
G638	G1315	+
G638	G4	+
G638	G1130	-
G638	G1132	-
G638	G3	+
G638	G2	+
G638	G551	+
G638	G639	+
G638	G1316	+
G638	G1317	+
G638	G1318	+
G638	G1125	-
G638	G1124	-
G638	G1123	-
G638	G1319	-
G638	G1320	+
G638	G80	+
G638	G1321	+
G638	G1322	+
G638	G1323	+
G638	G1121	-
G638	G1324	+
G638	G174	+
G638	G1325	+
G638	G1326	+
G638	G1327	+
G638	G1328	+
G639	G638	-
G639	G551	-
G1094	G1329	-
G1094	G523	-
G1094	G1330	-
G1094	G1331	-
G1094	G1332	-
G1094	G1333	-
G1094	G1334	-
G1094	G1335	-
G1094	G1336	-
G1094	G1337	-
G1094	G1338	-
G1094	G1339	-
G1094	G1340	-
G1094	G1341	-
G1094	G1342	-
G1331	G1343	+
G1331	G1031	+
G1331	G1342	+
G1331	G1093	+
G1331	G1339	+
G1348	G1116	-
G1350	G1351	-
G1350	G3	-
G1350	G2	-
G1350	G1352	-
G1356	G266	-
G1356	G675	-
G1356	G268	-
G1356	G235	-
G1356	G234	-
G1356	G683	-
G1356	G269	-
G1356	G1357	+
G1356	G1358	+
G1356	G632	+
G1356	G633	+
G1356	G223	-
G1356	G563	+
G1356	G667	+
G1370	G1371	-
G1377	G216	-
G1377	G215	-
G1377	G1062	-
G1377	G1022	-
G1377	G1104	-
G1377	G1117	-
G1377	G1118	-
G1377	G1103	-
G680	G250	+
G680	G884	+
G680	G679	-
G680	G1211	-
G680	G681	-
G680	G1212	-
G680	G815	+
G680	G233	+
G680	G1410	+
G680	G1411	+
G680	G1412	+
G680	G1413	+
G680	G1135	+
G680	G242	+
G680	G243	+
G680	G1136	+
G680	G1414	+
G680	G1415	+
G680	G1416	+
G680	G1417	+
G680	G124	+
G680	G125	+
G680	G126	+
G680	G127	+
G680	G128	+
G680	G129	+
G680	G130	+
G680	G1418	+
G680	G1419	+
G680	G1420	+
G680	G1421	+
G680	G1422	+
G680	G1423	+
G680	G245	+
G680	G246	+
G680	G247	+
G680	G248	+
G680	G249	+
G680	G1424	+
G680	G1425	+
G680	G1356	+
G680	G1426	+
G540	G368	+
G540	G1427	+
G540	G366	+
G540	G365	+
G540	G1428	-
G540	G1429	+
G540	G1430	+
G540	G4	+
G540	G800	-
G540	G344	+
G540	G343	+
G540	G76	-
G540	G294	-
G540	G367	+
G541	G1112	+
G541	G1431	-
G541	G1116	+
G541	G1120	-
G541	G1432	+
G541	G1111	+
G541	G1110	+
G541	G1109	+
G541	G1108	+
G541	G1433	+
G541	G1040	+
G541	G1434	+
G541	G798	+
G541	G1335	+
G541	G1334	+
G541	G1099	+
G541	G1032	+
G541	G1435	+
G541	G1436	+
G541	G666	+
G541	G1437	+
G616	G146	-
G616	G363	-
G616	G69	-
G616	G70	-
G616	G71	-
G616	G72	-
G616	G73	-
G616	G650	+
G616	G651	+
G616	G652	+
G616	G653	+
G616	G654	+
G616	G1439	-
G616	G337	-
G616	G89	-
G616	G197	-
G616	G147	-
G1440	G257	-
G1440	G236	-
G1463	G1464	+
G1463	G1465	+
G1463	G1466	+
G1463	G124	+
G1463	G125	+
G1463	G126	+
G1463	G127	+
G1463	G128	+
G1463	G129	+
G1463	G130	+
G1463	G1467	+
G1463	G1468	-
G1463	G1469	+
G1463	G1470	+
G1463	G1205	-
G1463	G253	-
G1463	G76	+
G1463	G1439	+
G1463	G1340	+
G1463	G1330	+
G1463	G529	+
G1463	G1471	+
G1463	G1472	+
G1463	G1473	+
G1463	G1325	+
G1463	G1326	+
G1463	G1327	+
G1463	G1328	+
G1463	G1474	+
G1463	G631	+
G1463	G2	-
G1463	G3	-
G1463	G1475	+
G1463	G1476	-
G1095	G1358	-
G1095	G1478	-
G1095	G1063	-
G1095	G978	-
G1095	G257	-
G1095	G236	-
G1095	G1479	-
G1095	G1030	-
G1095	G1480	-
G1095	G1343	-
G1095	G593	-
G1095	G594	-
G1095	G1481	-
G1095	G1121	-
G1095	G1482	-
G1095	G1472	-
G1095	G1483	-
G1095	G1484	-
G1095	G1357	-
G1095	G1485	-
G1095	G1486	-
G1095	G1487	-
G1095	G1488	-
G1095	G854	-
G1095	G1489	-
G1095	G1045	-
G1095	G1044	-
G1095	G1490	-
G1095	G1473	-
G1095	G1491	-
G1324	G546	-
G1114	G1115	-
G1122	G1283	+
G1122	G1287	+
G1122	G1494	+
G1122	G1178	+
G1122	G800	+
G1122	G1220	+
G1122	G1221	+
G1122	G1222	+
G1122	G1223	+
G1122	G1495	+
G1122	G365	-
G1122	G366	-
G1122	G367	-
G1122	G368	-
G1122	G1496	+
G1122	G1497	+
G1122	G1498	+
G1122	G1499	+
G1500	G1501	+
G1122	G1501	+
G1500	G1283	+
G1500	G1287	+
G1500	G1494	+
G1500	G1178	+
G1500	G1122	+
G1500	G800	+
G1500	G1220	+
G1500	G1221	+
G1500	G1222	+
G1500	G1223	+
G1500	G1495	+
G1500	G365	-
G1500	G366	-
G1500	G367	-
G1500	G368	-
G1500	G1496	+
G1500	G1497	+
G1500	G1498	+
G1500	G1499	+
G1500	G1502	+
G1122	G1502	+
G1319	G1506	+
G1319	G80	+
G1319	G1322	+
G1319	G174	+
G1319	G1325	+
G1319	G1326	+
G1319	G1327	+
G1319	G1328	+
G1319	G1320	+
G1319	G1507	+
G1319	G1316	+
G1319	G638	+
G1319	G639	+
G1319	G551	+
G1319	G2	+
G1319	G3	+
G1319	G4	+
G1319	G1508	+
G1467	G344	-
G1467	G847	+
G1467	G1186	+
G1467	G368	-
G1467	G367	-
G1467	G366	-
G1467	G365	-
G1510	G1370	-
G1510	G1511	-
G1510	G130	-
G1510	G129	-
G1510	G128	-
G1510	G127	-
G1510	G126	-
G1510	G125	-
G1510	G124	-
G1510	G106	-
G1510	G1039	-
G1510	G1090	-
G1510	G236	+
G1510	G1371	-
G1510	G257	+
G1512	G1513	+
G1512	G1287	-
G1512	G1285	+
G1512	G1283	-
G1522	G80	+
G1522	G1523	+
G1523	G1524	+
G1523	G1525	+
G1523	G1316	+
G1523	G1317	+
G1523	G1318	+
G1523	G638	+
G1523	G639	+
G1523	G551	+
G1523	G2	+
G1523	G3	+
G1523	G1526	+
G1523	G1527	+
G1523	G4	+
G1523	G1528	+
G1523	G1313	+
G1523	G1312	+
G1523	G1113	+
G1523	G1432	+
G1523	G1320	+
G1523	G1328	+
G1523	G1327	+
G1523	G1326	+
G1523	G1325	+
G1523	G174	+
G1523	G1529	+
G1523	G158	+
G1523	G1323	+
G1523	G1530	+
G1523	G1322	+
G1523	G1321	+
G1523	G666	+
G1523	G1531	+
G1523	G80	+
G1533	G601	+
G1533	G119	-
G1533	G106	-
G1533	G1368	+
G1533	G1367	+
G1533	G1366	+
G1533	G1125	+
G1533	G1124	+
G1533	G1123	+
G1533	G627	+
G1533	G600	+
G1476	G186	-
G1476	G105	-
G759	G569	+
G759	G568	+
G759	G644	+
